 Ano, Código da IES*,Nome da IES*, Sigla da IES*, Organização Acadêmica*, Categoria Administrativa, Sigla da UF, Nº de Cursos com CPC no triênio, Alfa (Proporção de Graduação), Conceito Médio de Graduação, Beta (Proporção de Mestrado - Equivalente), Conceito Médio de Mestrado, Gama (Proporção de Doutorandos – Equivalente), Conceito Médio do doutorado, IGC (Contínuo), IGC (Faixa),TX_OBS
2021,2229.0,FACULDADE UNIS SÃO LOURENÇO,,Faculdade,Privada com fins lucrativos,MG,5.0,1.0,2.255,0.0,0.0,0.0,0.0,2.255,3,
2021,2233.0,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE,FACISABH,Faculdade,Privada com fins lucrativos,MG,8.0,1.0,2.584,0.0,0.0,0.0,0.0,2.584,3,
2021,2237.0,FACULDADE TEOLÓGICA BATISTA EQUATORIAL,FATEBE,Faculdade,Privada sem fins lucrativos,PA,1.0,1.0,2.31,0.0,0.0,0.0,0.0,2.31,3,
2021,2240.0,FACULDADE DE FORTALEZA,FAFOR,Faculdade,Privada com fins lucrativos,CE,3.0,1.0,2.283,0.0,0.0,0.0,0.0,2.283,3,
2021,2241.0,CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO,UNICSUM,Centro Universitário,Privada com fins lucrativos,MG,11.0,1.0,2.247,0.0,0.0,0.0,0.0,2.247,3,
2021,2242.0,FACULDADE DO RECIFE,FAREC,Faculdade,Privada com fins lucrativos,PE,7.0,1.0,2.355,0.0,0.0,0.0,0.0,2.355,3,
2021,2244.0,FACULDADE DA CIDADE DE MACEIÓ,FACIMA,Faculdade,Privada com fins lucrativos,AL,9.0,1.0,2.038,0.0,0.0,0.0,0.0,2.038,3,
2021,2246.0,FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA,FAMEC,Faculdade,Privada com fins lucrativos,RN,2.0,1.0,2.413,0.0,0.0,0.0,0.0,2.413,3,
2021,2248.0,FACULDADE SERGIPANA,FASER,Faculdade,Privada com fins lucrativos,SE,1.0,1.0,1.412,0.0,0.0,0.0,0.0,1.412,2,
2021,2257.0,FACULDADE DIADEMA,FAD,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,1.943,0.0,0.0,0.0,0.0,1.943,2,
2021,2264.0,FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI,PIT GUARAPARI,Faculdade,Privada com fins lucrativos,ES,1.0,1.0,3.638,0.0,0.0,0.0,0.0,3.638,4,
2021,2266.0,FACULDADE UNIÃO DE GOYAZES FORMOSA,FUG,Faculdade,Privada com fins lucrativos,GO,3.0,1.0,2.557,0.0,0.0,0.0,0.0,2.557,3,
2021,2270.0,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,FAEX,Faculdade,Privada sem fins lucrativos,MG,8.0,1.0,2.494,0.0,0.0,0.0,0.0,2.494,3,
2021,2271.0,FACULDADE PITÁGORAS DE IPATINGA,FPI,Faculdade,Privada com fins lucrativos,MG,17.0,1.0,2.638,0.0,0.0,0.0,0.0,2.638,3,
2021,2275.0,FACULDADE SANTO AGOSTINHO,FASA,Faculdade,Privada com fins lucrativos,MG,10.0,1.0,2.291,0.0,0.0,0.0,0.0,2.291,3,
2021,2279.0,Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Centro Universitário,Privada com fins lucrativos,SP,26.0,1.0,2.509,0.0,0.0,0.0,0.0,2.509,3,
2021,2282.0,FACULDADE DE CAFELÂNDIA,FAC,Faculdade,Privada com fins lucrativos,PR,1.0,1.0,2.64,0.0,0.0,0.0,0.0,2.64,3,
2021,2287.0,ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA,ESTEF,Faculdade,Privada sem fins lucrativos,RS,1.0,1.0,2.402,0.0,0.0,0.0,0.0,2.402,3,
2021,2288.0,FACULDADE ALMEIDA RODRIGUES,FAR,Faculdade,Privada com fins lucrativos,GO,1.0,1.0,2.583,0.0,0.0,0.0,0.0,2.583,3,
2021,2289.0,FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO,UCESP,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,2.077,0.0,0.0,0.0,0.0,2.077,3,
2021,2297.0,FACULDADE DE DIREITO DE SANTA MARIA,FADISMA,Faculdade,Privada com fins lucrativos,RS,2.0,1.0,2.147,0.0,0.0,0.0,0.0,2.147,3,
2021,2301.0,FACULDADE FIDELIS,FF,Faculdade,Privada sem fins lucrativos,PR,2.0,1.0,2.394,0.0,0.0,0.0,0.0,2.394,3,
2021,2311.0,FACULDADE KENNEDY DE MINAS GERAIS - FKMG,FKMG,Faculdade,Privada com fins lucrativos,MG,1.0,1.0,3.042,0.0,0.0,0.0,0.0,3.042,4,
2021,2312.0,FACULDADE LUTERANA RUI BARBOSA,FALURB,Faculdade,Privada sem fins lucrativos,PR,2.0,1.0,2.422,0.0,0.0,0.0,0.0,2.422,3,
2021,2320.0,INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU,ISEAT,Faculdade,Privada com fins lucrativos,ES,2.0,1.0,1.648,0.0,0.0,0.0,0.0,1.648,2,
2021,2323.0,FACULDADE DA AMAZÔNIA,FAMA,Faculdade,Privada com fins lucrativos,RO,2.0,1.0,1.344,0.0,0.0,0.0,0.0,1.344,2,
2021,2324.0,FACULDADE ANHANGUERA DE SÃO JOSÉ - SC,FASJ - SC,Faculdade,Privada com fins lucrativos,SC,7.0,1.0,1.88,0.0,0.0,0.0,0.0,1.88,2,
2021,2328.0,FACULDADE ITEANA DE BOTUCATU,FITB,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,2.496,0.0,0.0,0.0,0.0,2.496,3,
2021,2330.0,Faculdade Cândido Rondon,FCR,Faculdade,Privada sem fins lucrativos,MT,1.0,1.0,2.118,0.0,0.0,0.0,0.0,2.118,3,
2021,2332.0,FACULDADE CORPORATIVA CESPI,FACESPI,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,2.126,0.0,0.0,0.0,0.0,2.126,3,
2021,2334.0,FACULDADE CNEC RIO DAS OSTRAS,,Faculdade,Privada sem fins lucrativos,RJ,7.0,1.0,2.313,0.0,0.0,0.0,0.0,2.313,3,
2021,2336.0,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS,UNIBRAS,Centro Universitário,Privada com fins lucrativos,GO,13.0,1.0,2.695,0.0,0.0,0.0,0.0,2.695,3,
2021,2341.0,FACULDADE DA ALDEIA DE CARAPICUÍBA,FALC,Faculdade,Privada com fins lucrativos,SP,3.0,1.0,1.564,0.0,0.0,0.0,0.0,1.564,2,
2021,2343.0,Centro Universitário U:VERSE,,Centro Universitário,Privada com fins lucrativos,AC,8.0,1.0,3.138,0.0,0.0,0.0,0.0,3.138,4,
2021,2350.0,ESCOLA SUPERIOR MADRE CELESTE,ESMAC,Faculdade,Privada com fins lucrativos,PA,6.0,1.0,2.436,0.0,0.0,0.0,0.0,2.436,3,
2021,2351.0,FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS,PIO XII - DIR,Faculdade,Privada sem fins lucrativos,ES,1.0,1.0,2.662,0.0,0.0,0.0,0.0,2.662,3,
2021,2355.0,FACULDADE ANHANGUERA DE MATÃO,,Faculdade,Privada com fins lucrativos,SP,4.0,1.0,1.744,0.0,0.0,0.0,0.0,1.744,2,
2021,2365.0,CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS,UNICATÓLICA,Centro Universitário,Privada sem fins lucrativos,TO,11.0,1.0,2.949,0.0,0.0,0.0,0.0,2.949,4,
2021,2368.0,FACULDADE SÃO LEOPOLDO MANDIC,,Faculdade,Privada com fins lucrativos,SP,2.0,0.328,3.309,0.545,4.5,0.125,4.5,4.108,5,
2021,2369.0,INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO,INESA,Faculdade,Privada com fins lucrativos,SC,2.0,1.0,2.595,0.0,0.0,0.0,0.0,2.595,3,
2021,2380.0,Faculdade Estácio do Amapá - Estácio Amapá,ESTÁCIO AMAPÁ,Faculdade,Privada com fins lucrativos,AP,6.0,1.0,2.499,0.0,0.0,0.0,0.0,2.499,3,
2021,2383.0,FACULDADE MERIDIONAL,IMED,Faculdade,Privada com fins lucrativos,RS,7.0,0.874,3.079,0.125,4.116,0.0,0.0,3.209,4,
2021,2389.0,FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI,FFTP,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,2.548,0.0,0.0,0.0,0.0,2.548,3,
2021,2397.0,FACULDADE FUCAPE,FUCAPE,Faculdade,Privada sem fins lucrativos,ES,3.0,0.363,3.916,0.39,4.613,0.246,5.0,4.455,5,
2021,2399.0,FACULDADE DE SOROCABA,,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,2.149,0.0,0.0,0.0,0.0,2.149,3,
2021,2402.0,Faculdade de Tecnologia e Ciências,FTC CENTRO,Faculdade,Privada com fins lucrativos,BA,6.0,1.0,2.779,0.0,0.0,0.0,0.0,2.779,3,
2021,2408.0,FACULDADE ESAMC SANTOS,ESAMC,Faculdade,Privada com fins lucrativos,SP,19.0,1.0,2.054,0.0,0.0,0.0,0.0,2.054,3,
2021,2409.0,CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA,ASCES-UNITA,Centro Universitário,Privada sem fins lucrativos,PE,18.0,1.0,2.759,0.0,0.0,0.0,0.0,2.759,3,
2021,2410.0,FACULDADE CEARENSE,FAC,Faculdade,Privada sem fins lucrativos,CE,10.0,1.0,2.159,0.0,0.0,0.0,0.0,2.159,3,
2021,2413.0,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,FAESF,Faculdade,Privada com fins lucrativos,PI,9.0,1.0,2.44,0.0,0.0,0.0,0.0,2.44,3,
2021,2420.0,FACULDADE PARANAENSE,FAPAR,Faculdade,Privada com fins lucrativos,PR,8.0,1.0,2.35,0.0,0.0,0.0,0.0,2.35,3,
2021,2423.0,FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS,FACIT,Faculdade,Privada sem fins lucrativos,MG,7.0,1.0,2.227,0.0,0.0,0.0,0.0,2.227,3,
2021,2426.0,Centro Universitário Fibra,UNIFIBRA,Centro Universitário,Privada com fins lucrativos,PA,7.0,1.0,2.897,0.0,0.0,0.0,0.0,2.897,3,
2021,2427.0,FACULDADE LUSÓFONA DA BAHIA,FL - BA,Faculdade,Privada com fins lucrativos,BA,1.0,1.0,2.341,0.0,0.0,0.0,0.0,2.341,3,
2021,2428.0,FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS,FACICA,Faculdade,Privada com fins lucrativos,MG,4.0,1.0,2.661,0.0,0.0,0.0,0.0,2.661,3,
2021,2437.0,FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS,PIT TEIXEIRA,Faculdade,Privada com fins lucrativos,BA,15.0,1.0,2.268,0.0,0.0,0.0,0.0,2.268,3,
2021,2440.0,FACULDADE CIDADE DE JOÃO PINHEIRO,FCJP,Faculdade,Privada sem fins lucrativos,MG,4.0,1.0,2.16,0.0,0.0,0.0,0.0,2.16,3,
2021,2442.0,FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO,PIO XII - BIO,Faculdade,Privada sem fins lucrativos,ES,1.0,1.0,2.281,0.0,0.0,0.0,0.0,2.281,3,
2021,2443.0,FACULDADE FUNORTE DE JANAÚBA,,Faculdade,Privada com fins lucrativos,MG,3.0,1.0,3.277,0.0,0.0,0.0,0.0,3.277,4,
2021,2444.0,Faculdade Unirb - Barreiras,,Faculdade,Privada sem fins lucrativos,BA,1.0,1.0,2.03,0.0,0.0,0.0,0.0,2.03,3,
2021,2450.0,FACULDADE PROMOVE DE BELO HORIZONTE,PROMOVE,Faculdade,Privada com fins lucrativos,MG,3.0,1.0,2.879,0.0,0.0,0.0,0.0,2.879,3,
2021,2456.0,FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL,FACHASUL,Faculdade,Privada sem fins lucrativos,MS,1.0,1.0,1.313,0.0,0.0,0.0,0.0,1.313,2,
2021,2459.0,FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ,FEAPA,Faculdade,Privada com fins lucrativos,PA,4.0,1.0,2.777,0.0,0.0,0.0,0.0,2.777,3,
2021,2460.0,FACULDADE ESTÁCIO DE NATAL,ESTÁCIO DE NATAL,Faculdade,Privada com fins lucrativos,RN,5.0,1.0,2.444,0.0,0.0,0.0,0.0,2.444,3,
2021,2462.0,FACULDADE SÃO LUÍS,FSL,Faculdade,Privada sem fins lucrativos,SC,2.0,1.0,3.327,0.0,0.0,0.0,0.0,3.327,4,
2021,2465.0,FACULDADE IBMEC SÃO PAULO,IBMEC SP,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,3.065,0.0,0.0,0.0,0.0,3.065,4,
2021,2466.0,FACUDADE IEDUCARE - FIED,FIED,Faculdade,Privada sem fins lucrativos,CE,4.0,1.0,2.66,0.0,0.0,0.0,0.0,2.66,3,
2021,2468.0,INSTITUTO TEOLÓGICO FRANCISCANO,ITF,Faculdade,Privada sem fins lucrativos,RJ,1.0,1.0,3.385,0.0,0.0,0.0,0.0,3.385,4,
2021,2469.0,INSTITUTO MACAPAENSE DE ENSINO SUPERIOR,IMMES,Faculdade,Privada com fins lucrativos,AP,8.0,1.0,1.501,0.0,0.0,0.0,0.0,1.501,2,
2021,2470.0,INSTITUTO SALVADOR DE ENSINO E CULTURA,ISEC,Faculdade,Privada com fins lucrativos,BA,3.0,1.0,2.654,0.0,0.0,0.0,0.0,2.654,3,
2021,2474.0,FACULDADE MARIA MILZA,FAMAM,Faculdade,Privada com fins lucrativos,BA,12.0,0.971,3.485,0.028,4.0,0.0,0.0,3.5,4,
2021,2475.0,FACULDADE DOM LUCIANO MENDES,FDLM,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,3.46,0.0,0.0,0.0,0.0,3.46,4,
2021,2477.0,FACULDADE DE ADMINISTRAÇÃO DE MARIANA,FAMA,Faculdade,Privada sem fins lucrativos,MG,3.0,1.0,1.852,0.0,0.0,0.0,0.0,1.852,2,
2021,2478.0,FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL,FISUL,Faculdade,Privada com fins lucrativos,RS,4.0,1.0,2.579,0.0,0.0,0.0,0.0,2.579,3,
2021,2484.0,FACULDADE PROCESSUS,PFD,Faculdade,Privada sem fins lucrativos,DF,5.0,1.0,3.309,0.0,0.0,0.0,0.0,3.309,4,
2021,2485.0,FACULDADE CATÓLICA DE FORTALEZA,FCF,Faculdade,Privada sem fins lucrativos,CE,2.0,1.0,2.748,0.0,0.0,0.0,0.0,2.748,3,
2021,2488.0,FACULDADE ANGLICANA DE ERECHIM,FAE,Faculdade,Privada sem fins lucrativos,RS,3.0,1.0,2.509,0.0,0.0,0.0,0.0,2.509,3,
2021,2494.0,Centro Universitário FUNVIC,UNIFUNVIC,Centro Universitário,Privada sem fins lucrativos,SP,12.0,1.0,2.534,0.0,0.0,0.0,0.0,2.534,3,
2021,2497.0,CENTRO UNIVERSITÁRIO ATENEU,,Centro Universitário,Privada com fins lucrativos,CE,28.0,1.0,3.009,0.0,0.0,0.0,0.0,3.009,4,
2021,2499.0,FASS - FACULDADE SOCIAL SUL AMERICANA,,Faculdade,Privada com fins lucrativos,BA,2.0,1.0,1.671,0.0,0.0,0.0,0.0,1.671,2,
2021,2501.0,FACULDADE ESTÁCIO DE SÁ DE GOIÁS,FESGO,Faculdade,Privada com fins lucrativos,GO,11.0,1.0,2.629,0.0,0.0,0.0,0.0,2.629,3,
2021,2511.0,FACULDADE DE DIREITO UNIDADE GUARAPARI,FADIG,Faculdade,Privada com fins lucrativos,ES,1.0,1.0,2.278,0.0,0.0,0.0,0.0,2.278,3,
2021,2513.0,Faculdade Positivo Londrina,FPL,Faculdade,Privada com fins lucrativos,PR,5.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,4,
2021,2514.0,Faculdade de Ciências Educacionais do Rio Grande do Norte,FACERN,Faculdade,Privada sem fins lucrativos,RN,1.0,1.0,1.937,0.0,0.0,0.0,0.0,1.937,2,
2021,2532.0,FACULDADE DO SUDESTE GOIANO,FASUG,Faculdade,Privada com fins lucrativos,GO,3.0,1.0,2.336,0.0,0.0,0.0,0.0,2.336,3,
2021,2536.0,Instituto de Educação e Inovação ,IEDi,Faculdade,Privada com fins lucrativos,RR,3.0,1.0,1.647,0.0,0.0,0.0,0.0,1.647,2,
2021,2537.0,Faculdade Multivix Cariacica,MULTIVIX CARIAC,Faculdade,Privada com fins lucrativos,ES,4.0,1.0,4.156,0.0,0.0,0.0,0.0,4.156,5,
2021,2538.0,FACULDADE VENDA NOVA DO IMIGRANTE,FAVENI,Faculdade,Privada com fins lucrativos,ES,3.0,1.0,3.467,0.0,0.0,0.0,0.0,3.467,4,
2021,2548.0,"FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL",FATEFIG,Faculdade,Privada com fins lucrativos,PA,2.0,1.0,2.129,0.0,0.0,0.0,0.0,2.129,3,
2021,2554.0,FACULDADE DE EDUCAÇÃO SANTA TEREZINHA,FEST,Faculdade,Privada com fins lucrativos,MA,3.0,1.0,2.433,0.0,0.0,0.0,0.0,2.433,3,
2021,2556.0,FIAM-FAAM - CENTRO UNIVERSITÁRIO,UNIFIAM-FAAM,Centro Universitário,Privada sem fins lucrativos,SP,9.0,1.0,2.717,0.0,0.0,0.0,0.0,2.717,3,
2021,2560.0,FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA,FAESF/UNEF,Faculdade,Privada com fins lucrativos,BA,9.0,1.0,3.175,0.0,0.0,0.0,0.0,3.175,4,
2021,2564.0,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Universidade,Pública Federal,PB,58.0,0.745,2.964,0.134,4.288,0.12,4.561,3.334,4,
2021,2565.0,ABEU - CENTRO UNIVERSITÁRIO,UNIABEU,Centro Universitário,Privada sem fins lucrativos,RJ,12.0,1.0,2.267,0.0,0.0,0.0,0.0,2.267,3,
2021,2566.0,INSTITUTO DE ENSINO SUPERIOR DE OLINDA,IESO,Faculdade,Privada com fins lucrativos,PE,1.0,1.0,2.373,0.0,0.0,0.0,0.0,2.373,3,
2021,2568.0,FACULDADE ZACARIAS DE GÓES,FAZAG,Faculdade,Privada sem fins lucrativos,BA,6.0,1.0,2.253,0.0,0.0,0.0,0.0,2.253,3,
2021,2569.0,FACULDADE DE TECNOLOGIA FAESA,CET-FAESA,Faculdade,Privada com fins lucrativos,ES,5.0,1.0,2.999,0.0,0.0,0.0,0.0,2.999,4,
2021,2571.0,CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,Centro Universitário,Privada com fins lucrativos,RJ,17.0,1.0,3.248,0.0,0.0,0.0,0.0,3.248,4,
2021,2572.0,"FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS",FAC,Faculdade,Privada com fins lucrativos,BA,2.0,1.0,1.443,0.0,0.0,0.0,0.0,1.443,2,
2021,2573.0,FACULDADE TEOLÓGICA SUL AMERICANA,FTSA,Faculdade,Privada sem fins lucrativos,PR,2.0,1.0,3.12,0.0,0.0,0.0,0.0,3.12,4,
2021,2576.0,FACULDADES PITÁGORAS UNIDADE GUARAPARI,FIPAG,Faculdade,Privada com fins lucrativos,ES,10.0,1.0,2.656,0.0,0.0,0.0,0.0,2.656,3,
2021,2579.0,CENTRO UNIVERSITÁRIO ATENAS,UniAtenas,Centro Universitário,Privada com fins lucrativos,MG,10.0,1.0,3.107,0.0,0.0,0.0,0.0,3.107,4,
2021,2581.0,FACULDADE SÃO SALVADOR,FSS,Faculdade,Privada com fins lucrativos,BA,7.0,1.0,2.06,0.0,0.0,0.0,0.0,2.06,3,
2021,2582.0,FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ,UCP,Faculdade,Privada sem fins lucrativos,PR,5.0,1.0,3.178,0.0,0.0,0.0,0.0,3.178,4,
2021,2591.0,EPGE Escola Brasileira de Economia e Finanças,FGV - EPGE,Faculdade,Privada sem fins lucrativos,RJ,1.0,0.188,4.302,0.562,5.0,0.248,5.0,4.868,5,
2021,2593.0,Centro Universitário de Juazeiro do Norte,UNIJUAZEIRO,Centro Universitário,Privada com fins lucrativos,CE,6.0,1.0,2.431,0.0,0.0,0.0,0.0,2.431,3,
2021,2613.0,Centro Universitário Estácio Meta de Rio Branco Estácio,UNIMETA,Centro Universitário,Privada com fins lucrativos,AC,11.0,1.0,2.631,0.0,0.0,0.0,0.0,2.631,3,
2021,2616.0,FACULDADE SANTO ANTÔNIO DE PÁDUA,FASAP,Faculdade,Privada com fins lucrativos,RJ,4.0,1.0,2.658,0.0,0.0,0.0,0.0,2.658,3,
2021,2617.0,FACULDADE SÃO BENTO DO RIO DE JANEIRO,FSB/RJ,Faculdade,Privada sem fins lucrativos,RJ,2.0,1.0,2.674,0.0,0.0,0.0,0.0,2.674,3,
2021,2620.0,FACULDADE DE AMPÉRE,FAMPER,Faculdade,Privada com fins lucrativos,PR,8.0,1.0,1.935,0.0,0.0,0.0,0.0,1.935,2,
2021,2624.0,FACULDADE DO LITORAL PARANAENSE,FLP,Faculdade,Privada com fins lucrativos,PR,2.0,1.0,2.056,0.0,0.0,0.0,0.0,2.056,3,
2021,2625.0,FACULDADE DE TECNOLOGIA IBTA - SÃO JOSÉ DOS CAMPOS,IBTA,Faculdade,Privada com fins lucrativos,SP,4.0,1.0,2.741,0.0,0.0,0.0,0.0,2.741,3,
2021,2629.0,AJES - FACULDADE DO VALE DO JURUENA,AJES,Faculdade,Privada sem fins lucrativos,MT,6.0,1.0,3.483,0.0,0.0,0.0,0.0,3.483,4,
2021,2632.0,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,UNESULBAHIA,Faculdade,Privada sem fins lucrativos,BA,5.0,1.0,2.35,0.0,0.0,0.0,0.0,2.35,3,
2021,2636.0,FACULDADE DINÂMICA DO VALE DO PIRANGA,FADIP,Faculdade,Privada com fins lucrativos,MG,6.0,0.967,3.028,0.032,4.0,0.0,0.0,3.059,4,
2021,2642.0,FACULDADE SÃO VICENTE,FASVIPA,Faculdade,Privada sem fins lucrativos,AL,1.0,1.0,1.815,0.0,0.0,0.0,0.0,1.815,2,
2021,2647.0,FACULDADE INTEGRADA DE SANTA MARIA,FISMA,Faculdade,Privada com fins lucrativos,RS,3.0,1.0,2.59,0.0,0.0,0.0,0.0,2.59,3,
2021,2652.0,FACULDADE UNIDA DE VITÓRIA,FACULDADE UNIDA,Faculdade,Privada sem fins lucrativos,ES,1.0,0.261,3.126,0.69,4.5,0.047,4.5,4.14,5,
2021,2656.0,FACULDADE DE RECIFE,,Faculdade,Privada sem fins lucrativos,PE,2.0,1.0,1.714,0.0,0.0,0.0,0.0,1.714,2,
2021,2676.0,FACULDADE LA SALLE,,Faculdade,Privada sem fins lucrativos,AM,7.0,1.0,2.607,0.0,0.0,0.0,0.0,2.607,3,
2021,2687.0,FACULDADE DOM ALBERTO,FDA,Faculdade,Privada com fins lucrativos,RS,5.0,1.0,2.443,0.0,0.0,0.0,0.0,2.443,3,
2021,2688.0,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,INESP,Faculdade,Privada com fins lucrativos,SP,2.0,1.0,1.725,0.0,0.0,0.0,0.0,1.725,2,
2021,2702.0,FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS,FCJP,Faculdade,Privada com fins lucrativos,TO,1.0,1.0,2.684,0.0,0.0,0.0,0.0,2.684,3,
2021,2703.0,FACULDADE SENAC MINAS,FSM,Faculdade,Privada sem fins lucrativos,MG,3.0,1.0,2.8,0.0,0.0,0.0,0.0,2.8,3,
2021,2723.0,FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE,CATÓLICA,Faculdade,Privada sem fins lucrativos,PE,3.0,1.0,3.015,0.0,0.0,0.0,0.0,3.015,4,
2021,2724.0,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO,IESMA,Faculdade,Privada com fins lucrativos,MA,9.0,1.0,2.111,0.0,0.0,0.0,0.0,2.111,3,
2021,2726.0,FACULDADE BILAC DE SÃO JOSÉ DOS CAMPOS,BILAC,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,0.797,0.0,0.0,0.0,0.0,0.797,1,
2021,2741.0,FACULDADE CATÓLICA DOM ORIONE,FACDO,Faculdade,Privada sem fins lucrativos,TO,4.0,1.0,2.382,0.0,0.0,0.0,0.0,2.382,3,
2021,2744.0,INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ,ISE VERA CRUZ,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,2.812,0.0,0.0,0.0,0.0,2.812,3,
2021,2745.0,ESCOLA SUPERIOR DA AMAZÔNIA,ESAMAZ,Faculdade,Privada com fins lucrativos,PA,10.0,1.0,2.558,0.0,0.0,0.0,0.0,2.558,3,
2021,2753.0,Faculdade de Ciências Educacionais de Capim Grosso,FCG,Faculdade,Privada com fins lucrativos,BA,5.0,1.0,2.477,0.0,0.0,0.0,0.0,2.477,3,
2021,2754.0,Faculdade Estácio São Paulo de Rondônia,Estácio FSP,Faculdade,Privada com fins lucrativos,RO,5.0,1.0,2.716,0.0,0.0,0.0,0.0,2.716,3,
2021,2755.0,FACULDADE DO VALE DO ITAJAÍ MIRIM,FAVIM,Faculdade,Privada com fins lucrativos,SC,10.0,1.0,2.727,0.0,0.0,0.0,0.0,2.727,3,
2021,2756.0,FACULDADE ANHANGUERA DE VALPARAÍSO,,Faculdade,Privada com fins lucrativos,GO,3.0,1.0,2.633,0.0,0.0,0.0,0.0,2.633,3,
2021,2763.0,FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO,CESG,Faculdade,Privada com fins lucrativos,MG,3.0,1.0,2.86,0.0,0.0,0.0,0.0,2.86,3,
2021,2766.0,FACULDADE EMPRESARIAL DE CHAPECÓ,FAEM,Faculdade,Privada com fins lucrativos,SC,8.0,1.0,2.255,0.0,0.0,0.0,0.0,2.255,3,
2021,2770.0,Centro Universitário FACUNICAMPS,FACUNICAMPS,Centro Universitário,Privada com fins lucrativos,GO,9.0,1.0,3.393,0.0,0.0,0.0,0.0,3.393,4,
2021,2771.0,CENTRO DE ENSINO SUPERIOR DE ILHÉUS,CESUPI,Faculdade,Privada com fins lucrativos,BA,7.0,1.0,2.102,0.0,0.0,0.0,0.0,2.102,3,
2021,2773.0,FACULDADE DE MACAPÁ,,Faculdade,Privada com fins lucrativos,AP,14.0,1.0,2.577,0.0,0.0,0.0,0.0,2.577,3,
2021,2774.0,Centro Universitário UNIFAFIBE,FAFIBE,Centro Universitário,Privada sem fins lucrativos,SP,17.0,1.0,3.11,0.0,0.0,0.0,0.0,3.11,4,
2021,2775.0,Faculdades Integradas Desembargador Sávio Brandão,FAUSB,Faculdade,Privada sem fins lucrativos,MT,2.0,1.0,2.014,0.0,0.0,0.0,0.0,2.014,3,
2021,2779.0,FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE,FIOURO,Faculdade,Privada sem fins lucrativos,RO,4.0,1.0,1.738,0.0,0.0,0.0,0.0,1.738,2,
2021,2783.0,FACULDADE DE TECNOLOGIA DO NORDESTE,FATENE,Faculdade,Privada com fins lucrativos,CE,8.0,1.0,2.249,0.0,0.0,0.0,0.0,2.249,3,
2021,2787.0,FACULDADES PEQUENO PRÍNCIPE,FPP,Faculdade,Privada sem fins lucrativos,PR,5.0,0.841,2.765,0.114,4.188,0.044,4.5,3.004,4,
