 Ano, Código da IES*,Nome da IES*, Sigla da IES*, Organização Acadêmica*, Categoria Administrativa, Sigla da UF, Nº de Cursos com CPC no triênio, Alfa (Proporção de Graduação), Conceito Médio de Graduação, Beta (Proporção de Mestrado - Equivalente), Conceito Médio de Mestrado, Gama (Proporção de Doutorandos – Equivalente), Conceito Médio do doutorado, IGC (Contínuo), IGC (Faixa),TX_OBS
2021,1866.0,Faculdade de Ciências Educacionais e Empresariais de Natal,FACEN,Faculdade,Privada sem fins lucrativos,RN,1.0,1.0,2.021,0.0,0.0,0.0,0.0,2.021,3,
2021,1867.0,FACULDADE SANTOS DUMONT,FSD,Faculdade,Privada sem fins lucrativos,MG,4.0,1.0,2.208,0.0,0.0,0.0,0.0,2.208,3,
2021,1869.0,CENTRO UNIVERSITÁRIO DE ITAJUBÁ,FEPI,Centro Universitário,Privada sem fins lucrativos,MG,15.0,1.0,3.314,0.0,0.0,0.0,0.0,3.314,4,
2021,1870.0,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ,FIRA,Faculdade,Pública Municipal,SP,6.0,1.0,1.815,0.0,0.0,0.0,0.0,1.815,2,
2021,1872.0,CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA,UNI SANTA CRUZ,Centro Universitário,Privada sem fins lucrativos,PR,10.0,1.0,2.599,0.0,0.0,0.0,0.0,2.599,3,
2021,1873.0,FACULDADE MERCÚRIO,FAMERC,Faculdade,Privada sem fins lucrativos,RJ,1.0,1.0,2.756,0.0,0.0,0.0,0.0,2.756,3,
2021,1874.0,FACULDADE DE TECNOLOGIA DE OURINHOS,FATEC,Faculdade,Pública Estadual,SP,2.0,1.0,2.551,0.0,0.0,0.0,0.0,2.551,3,
2021,1875.0,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA",FAIBI,Faculdade,Pública Municipal,SP,3.0,1.0,2.237,0.0,0.0,0.0,0.0,2.237,3,
2021,1876.0,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU,FMPFM,Faculdade,Pública Municipal,SP,6.0,1.0,1.828,0.0,0.0,0.0,0.0,1.828,2,
2021,1878.0,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,FEI,Centro Universitário,Privada sem fins lucrativos,SP,12.0,0.929,3.291,0.041,4.354,0.029,4.782,3.379,4,
2021,1879.0,Centro Universitário UNIFACEAR,,Centro Universitário,Privada com fins lucrativos,PR,18.0,1.0,2.785,0.0,0.0,0.0,0.0,2.785,3,
2021,1880.0,FACULDADE CASA DO ESTUDANTE,FACE,Faculdade,Privada com fins lucrativos,ES,2.0,1.0,1.967,0.0,0.0,0.0,0.0,1.967,3,
2021,1881.0,FACULDADE DA ESCADA,FAESC,Faculdade,Privada com fins lucrativos,PE,4.0,1.0,2.346,0.0,0.0,0.0,0.0,2.346,3,
2021,1883.0,CENTRO UNIVERSITÁRIO UNIFAS,,Centro Universitário,Privada com fins lucrativos,BA,15.0,1.0,2.868,0.0,0.0,0.0,0.0,2.868,3,
2021,1884.0,FACULDADE DE RANCHARIA,,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,1.873,0.0,0.0,0.0,0.0,1.873,2,
2021,1885.0,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,UNDB,Centro Universitário,Privada com fins lucrativos,MA,9.0,1.0,3.589,0.0,0.0,0.0,0.0,3.589,4,
2021,1892.0,Centro Universitário de Excelência Eniac,ENIAC,Centro Universitário,Privada com fins lucrativos,SP,31.0,1.0,2.508,0.0,0.0,0.0,0.0,2.508,3,
2021,1893.0,Faculdade Unirb - Feira de Santana,F. UNIRB,Faculdade,Privada com fins lucrativos,BA,4.0,1.0,3.231,0.0,0.0,0.0,0.0,3.231,4,
2021,1894.0,FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING,FEPAM,Faculdade,Privada com fins lucrativos,PE,1.0,1.0,2.643,0.0,0.0,0.0,0.0,2.643,3,
2021,1895.0,CENTRO UNIVERSITÁRIO CHRISTUS,UNICHRISTUS,Centro Universitário,Privada com fins lucrativos,CE,17.0,0.971,3.654,0.028,4.0,0.0,0.0,3.664,4,
2021,1898.0,FACULDADE DO LITORAL SUL PAULISTA,FALS,Faculdade,Privada com fins lucrativos,SP,5.0,1.0,2.758,0.0,0.0,0.0,0.0,2.758,3,
2021,1900.0,"Centro Universitário de Ensino, Ciência e Tecnologia do Paraná",UniEnsino,Centro Universitário,Privada sem fins lucrativos,PR,13.0,1.0,2.508,0.0,0.0,0.0,0.0,2.508,3,
2021,1903.0,FACULDADE CRISTO REI,FACCREI,Faculdade,Privada com fins lucrativos,PR,3.0,1.0,2.148,0.0,0.0,0.0,0.0,2.148,3,
2021,1904.0,FACULDADE SÃO CAMILO,FASC,Faculdade,Privada sem fins lucrativos,RJ,2.0,1.0,2.056,0.0,0.0,0.0,0.0,2.056,3,
2021,1906.0,INSTITUTO DE ENSINO SUPERIOR MATERDEI,IES-MATERDEI,Faculdade,Privada com fins lucrativos,AM,1.0,1.0,2.816,0.0,0.0,0.0,0.0,2.816,3,
2021,1907.0,FACULDADE EDUCACIONAL DE COLOMBO,FAEC,Faculdade,Privada com fins lucrativos,PR,8.0,1.0,1.959,0.0,0.0,0.0,0.0,1.959,3,
2021,1908.0,ESCOLA DE ENSINO SUPERIOR FABRA,FABRA,Faculdade,Privada sem fins lucrativos,ES,12.0,1.0,2.648,0.0,0.0,0.0,0.0,2.648,3,
2021,1909.0,FACULDADES DOCTUM DE IPATINGA,,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,1.276,0.0,0.0,0.0,0.0,1.276,2,
2021,1910.0,FACULDADE UNINASSAU LAURO DE FREITAS,,Faculdade,Privada com fins lucrativos,BA,13.0,1.0,2.822,0.0,0.0,0.0,0.0,2.822,3,
2021,1913.0,CENTRO UNIVERSITÁRIO FAMINAS,UNIFAMINAS,Centro Universitário,Privada com fins lucrativos,MG,14.0,1.0,2.995,0.0,0.0,0.0,0.0,2.995,4,
2021,1917.0,Centro Universitário Unifacimed,UNIFACIMED,Centro Universitário,Privada com fins lucrativos,RO,11.0,1.0,2.267,0.0,0.0,0.0,0.0,2.267,3,
2021,1918.0,FACULDADE CAPIVARI,FUCAP,Faculdade,Privada com fins lucrativos,SC,9.0,1.0,2.338,0.0,0.0,0.0,0.0,2.338,3,
2021,1921.0,FACULDADE DE SÃO BENTO,FSB,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,2.877,0.0,0.0,0.0,0.0,2.877,3,
2021,1923.0,FACULDADE DE DIREITO PADRE ARNALDO JANSSEN,FAJANSSEN,Faculdade,Privada sem fins lucrativos,MG,13.0,1.0,2.409,0.0,0.0,0.0,0.0,2.409,3,
2021,1926.0,FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES,UNIPACAT,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,3.201,0.0,0.0,0.0,0.0,3.201,4,
2021,1927.0,CENTRO UNIVERSITÁRIO DO VALE DO IGUAÇU,UNIGUAÇU,Centro Universitário,Privada com fins lucrativos,PR,19.0,1.0,3.035,0.0,0.0,0.0,0.0,3.035,4,
2021,1928.0,FACULDADE CNEC ILHA DO GOVERNADOR,,Faculdade,Privada sem fins lucrativos,RJ,2.0,1.0,2.528,0.0,0.0,0.0,0.0,2.528,3,
2021,1930.0,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO,SINGULARIDADES/ISESP,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,3.482,0.0,0.0,0.0,0.0,3.482,4,
2021,1931.0,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,IESF,Faculdade,Privada com fins lucrativos,MA,6.0,1.0,2.625,0.0,0.0,0.0,0.0,2.625,3,
2021,1932.0,FACULDADE PALOTINA,FAPAS,Faculdade,Privada sem fins lucrativos,RS,4.0,1.0,2.489,0.0,0.0,0.0,0.0,2.489,3,
2021,1933.0,FACULDADE BIRIGUI,FABI,Faculdade,Privada com fins lucrativos,SP,2.0,1.0,1.749,0.0,0.0,0.0,0.0,1.749,2,
2021,1934.0,FACULDADE SINOP,FASIP,Faculdade,Privada com fins lucrativos,MT,3.0,1.0,2.388,0.0,0.0,0.0,0.0,2.388,3,
2021,1936.0,CENTRO UNIVERSITÁRIO LA SALLE,UNILASALLE - LUCAS,Centro Universitário,Privada sem fins lucrativos,MT,7.0,1.0,2.281,0.0,0.0,0.0,0.0,2.281,3,
2021,1937.0,FACULDADE EVANGÉLICA DE SALVADOR,FACESA,Faculdade,Privada com fins lucrativos,BA,1.0,,,,,,,,SC,Quantidade de matrículas igual a zero.
2021,1939.0,INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL,INESUL,Faculdade,Privada com fins lucrativos,PR,12.0,1.0,1.824,0.0,0.0,0.0,0.0,1.824,2,
2021,1940.0,FACULDADE DE NOVA SERRANA,FANS,Faculdade,Privada sem fins lucrativos,MG,3.0,1.0,3.037,0.0,0.0,0.0,0.0,3.037,4,
2021,1941.0,FACULDADE CUIABÁ,FAUC,Faculdade,Privada sem fins lucrativos,MT,6.0,1.0,1.724,0.0,0.0,0.0,0.0,1.724,2,
2021,1944.0,FACULDADE DE TECNOLOGIA IBRATEC,IBRATEC,Faculdade,Privada com fins lucrativos,PE,3.0,1.0,1.273,0.0,0.0,0.0,0.0,1.273,2,
2021,1945.0,FACULDADE DE SORRISO,,Faculdade,Privada com fins lucrativos,MT,8.0,1.0,2.245,0.0,0.0,0.0,0.0,2.245,3,
2021,1946.0,FACULDADE LEGALE,FALEG,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,2.473,0.0,0.0,0.0,0.0,2.473,3,
2021,1948.0,FACULDADE DE ENSINO SUPERIOR DA PARAÍBA,FESP,Faculdade,Privada com fins lucrativos,PB,1.0,1.0,1.989,0.0,0.0,0.0,0.0,1.989,3,
2021,1949.0,CENTRO UNIVERSITÁRIO DE PAULÍNIA,UNIFACP,Centro Universitário,Privada com fins lucrativos,SP,12.0,1.0,1.87,0.0,0.0,0.0,0.0,1.87,2,
2021,1952.0,CENTRO UNIVERSITÁRIO CATHEDRAL,,Centro Universitário,Privada com fins lucrativos,MT,9.0,1.0,3.293,0.0,0.0,0.0,0.0,3.293,4,
2021,1956.0,FACULDADE UNIRB - ALAGOAS,F.UNIRB,Faculdade,Privada sem fins lucrativos,AL,2.0,1.0,2.694,0.0,0.0,0.0,0.0,2.694,3,
2021,1957.0,FACULDADE DE TECNOLOGIA SENAI JOINVILLE,SENAI DE JOINVILLE,Faculdade,Privada sem fins lucrativos,SC,1.0,1.0,2.435,0.0,0.0,0.0,0.0,2.435,3,
2021,1958.0,FACULDADE DE TECNOLOGIA SENAI BLUMENAU,CET BLUMENAU,Faculdade,Privada sem fins lucrativos,SC,2.0,1.0,1.727,0.0,0.0,0.0,0.0,1.727,2,
2021,1961.0,INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA,ITCSAS/CENSA,Faculdade,Privada sem fins lucrativos,RJ,9.0,1.0,2.673,0.0,0.0,0.0,0.0,2.673,3,
2021,1962.0,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,ISECENSA,Faculdade,Privada sem fins lucrativos,RJ,1.0,1.0,3.15,0.0,0.0,0.0,0.0,3.15,4,
2021,1964.0,"FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO",HOTEC,Faculdade,Privada com fins lucrativos,SP,3.0,1.0,2.135,0.0,0.0,0.0,0.0,2.135,3,
2021,1965.0,Centro Universitário Mario Pontes Jucá,UMJ,Centro Universitário,Privada sem fins lucrativos,AL,12.0,1.0,2.469,0.0,0.0,0.0,0.0,2.469,3,
2021,1967.0,FACULDADE DO VALE DO ITAPECURÚ,FAI,Faculdade,Privada com fins lucrativos,MA,3.0,1.0,2.209,0.0,0.0,0.0,0.0,2.209,3,
2021,1970.0,Faculdade Multivix de Cachoeiro,Multivix Cachoeiro,Faculdade,Privada com fins lucrativos,ES,5.0,1.0,4.164,0.0,0.0,0.0,0.0,4.164,5,
2021,1977.0,CENTRO DE ESTUDOS SUPERIORES APRENDIZ,CESA,Faculdade,Privada com fins lucrativos,MG,1.0,1.0,2.232,0.0,0.0,0.0,0.0,2.232,3,
2021,1978.0,Centro Universitário Fametro, Unifametro,Centro Universitário,Privada com fins lucrativos,CE,19.0,1.0,3.506,0.0,0.0,0.0,0.0,3.506,4,
2021,1980.0,FACULDADE SINERGIA,SINERGIA,Faculdade,Privada com fins lucrativos,SC,3.0,1.0,2.725,0.0,0.0,0.0,0.0,2.725,3,
2021,1984.0,Centro Universitário Unifacig,,Centro Universitário,Privada com fins lucrativos,MG,10.0,1.0,2.95,0.0,0.0,0.0,0.0,2.95,4,
2021,1986.0,CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA,,Centro Universitário,Privada com fins lucrativos,MG,18.0,1.0,2.62,0.0,0.0,0.0,0.0,2.62,3,
2021,1988.0,CENTRO UNIVERSITARIO AVANTIS,UNIAVAN,Centro Universitário,Privada com fins lucrativos,SC,13.0,1.0,2.902,0.0,0.0,0.0,0.0,2.902,3,
2021,1995.0,FACULDADE DE MEDICINA NOVA ESPERANÇA,FAMENE,Faculdade,Privada com fins lucrativos,PB,1.0,1.0,3.421,0.0,0.0,0.0,0.0,3.421,4,
2021,1996.0,INSTITUTO CUIABÁ DE ENSINO E CULTURA,ICEC,Faculdade,Privada com fins lucrativos,MT,11.0,1.0,1.803,0.0,0.0,0.0,0.0,1.803,2,
2021,1998.0,INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL,ISEED,Faculdade,Privada com fins lucrativos,MG,2.0,1.0,1.324,0.0,0.0,0.0,0.0,1.324,2,
2021,2005.0,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP,FACISAS,Faculdade,Privada com fins lucrativos,MT,10.0,1.0,2.529,0.0,0.0,0.0,0.0,2.529,3,
2021,2009.0,FACULDADE DE TAQUARITINGA,FTGA,Faculdade,Privada com fins lucrativos,SP,3.0,1.0,1.73,0.0,0.0,0.0,0.0,1.73,2,
2021,2015.0,INSTITUTO SANTO TOMÁS DE AQUINO,ISTA,Faculdade,Privada sem fins lucrativos,MG,3.0,1.0,3.413,0.0,0.0,0.0,0.0,3.413,4,
2021,2021.0,FACULDADE JK - UNIDADE II - GAMA,,Faculdade,Privada com fins lucrativos,DF,3.0,1.0,2.782,0.0,0.0,0.0,0.0,2.782,3,
2021,2022.0,FACULDADE DE ROLIM DE MOURA,FAROL,Faculdade,Privada com fins lucrativos,RO,2.0,1.0,2.398,0.0,0.0,0.0,0.0,2.398,3,
2021,2023.0,Centro Universitário FG,UNIFG,Centro Universitário,Privada com fins lucrativos,BA,12.0,0.983,2.652,0.016,4.0,0.0,0.0,2.674,3,
2021,2027.0,FACULDADE DE CAMPINA GRANDE,FAC-CG,Faculdade,Privada com fins lucrativos,PB,6.0,1.0,2.099,0.0,0.0,0.0,0.0,2.099,3,
2021,2035.0,FACULDADE FATIFAJAR JAGUARIAÍVA,FAJAR,Faculdade,Privada com fins lucrativos,PR,2.0,1.0,2.145,0.0,0.0,0.0,0.0,2.145,3,
2021,2036.0,Faculdade Estácio do Pará - Estácio FAP,ESTÁCIO FAP,Faculdade,Privada com fins lucrativos,PA,7.0,1.0,2.652,0.0,0.0,0.0,0.0,2.652,3,
2021,2037.0,FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS,FCT,Faculdade,Privada com fins lucrativos,BA,6.0,1.0,2.667,0.0,0.0,0.0,0.0,2.667,3,
2021,2039.0,FACULDADE CIDADE LUZ,FACILUZ,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,2.078,0.0,0.0,0.0,0.0,2.078,3,
2021,2040.0,FACULDADE DO FUTURO,FAF,Faculdade,Privada com fins lucrativos,MG,5.0,1.0,2.596,0.0,0.0,0.0,0.0,2.596,3,
2021,2041.0,FACULDADE SUDAMÉRICA,SUDAMÉRICA,Faculdade,Privada sem fins lucrativos,MG,4.0,1.0,1.922,0.0,0.0,0.0,0.0,1.922,2,
2021,2042.0,FACULDADE FIGUEIREDO COSTA - FIC,,Faculdade,Privada com fins lucrativos,AL,5.0,1.0,2.541,0.0,0.0,0.0,0.0,2.541,3,
2021,2043.0,CENTRO UNIVERSITÁRIO VALE DO SALGADO,,Centro Universitário,Privada com fins lucrativos,CE,8.0,1.0,3.412,0.0,0.0,0.0,0.0,3.412,4,
2021,2045.0,FACULDADE AMADEUS,FAMA,Faculdade,Privada com fins lucrativos,SE,3.0,1.0,2.627,0.0,0.0,0.0,0.0,2.627,3,
2021,2049.0,INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO,IESMA,Faculdade,Privada sem fins lucrativos,MA,1.0,1.0,2.473,0.0,0.0,0.0,0.0,2.473,3,
2021,2054.0,FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA,FENA,Faculdade,Privada sem fins lucrativos,MS,1.0,1.0,2.393,0.0,0.0,0.0,0.0,2.393,3,
2021,2056.0,FACULDADE DA ALTA PAULISTA,FAP,Faculdade,Privada com fins lucrativos,SP,5.0,1.0,2.499,0.0,0.0,0.0,0.0,2.499,3,
2021,2058.0,FACULDADE METROPOLITANA,UNNESA,Faculdade,Privada com fins lucrativos,RO,6.0,1.0,2.572,0.0,0.0,0.0,0.0,2.572,3,
2021,2067.0,FACULDADE DE CIÊNCIAS E EMPREENDEDORISMO,FACEMP,Faculdade,Privada com fins lucrativos,BA,9.0,1.0,2.581,0.0,0.0,0.0,0.0,2.581,3,
2021,2072.0,FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL,IEVAL,Faculdade,Privada sem fins lucrativos,AC,1.0,1.0,2.158,0.0,0.0,0.0,0.0,2.158,3,
2021,2076.0,CENTRO UNIVERSITÁRIO UNIRB,UNIRB,Centro Universitário,Privada com fins lucrativos,BA,22.0,1.0,2.739,0.0,0.0,0.0,0.0,2.739,3,
2021,2079.0,FACULDADE DE ITAITUBA,FAI,Faculdade,Privada com fins lucrativos,PA,5.0,1.0,2.015,0.0,0.0,0.0,0.0,2.015,3,
2021,2082.0,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,FCM-PB,Faculdade,Privada com fins lucrativos,PB,3.0,1.0,2.724,0.0,0.0,0.0,0.0,2.724,3,
2021,2084.0,FACULDADE CNEC NOVA PETRÓPOLIS,,Faculdade,Privada sem fins lucrativos,RS,2.0,1.0,3.081,0.0,0.0,0.0,0.0,3.081,4,
2021,2085.0,CENTRO UNIVERSITÁRIO DE SALVADOR,UNICEUSA,Centro Universitário,Privada com fins lucrativos,BA,5.0,1.0,2.392,0.0,0.0,0.0,0.0,2.392,3,
2021,2086.0,INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU,IESFI,Faculdade,Privada com fins lucrativos,PR,5.0,1.0,2.026,0.0,0.0,0.0,0.0,2.026,3,
2021,2096.0,FACULDADE DOCTUM DE MANHUAÇU - DOCTUM,FCM,Faculdade,Privada sem fins lucrativos,MG,3.0,1.0,3.094,0.0,0.0,0.0,0.0,3.094,4,
2021,2098.0,FACULDADE EXCELÊNCIA,FAEX,Faculdade,Privada sem fins lucrativos,CE,4.0,1.0,1.886,0.0,0.0,0.0,0.0,1.886,2,
2021,2111.0,CENTRO UNIVERSITÁRIO INTA,UNINTA,Centro Universitário,Privada sem fins lucrativos,CE,23.0,0.998,2.598,0.001,4.0,0.0,0.0,2.6,3,
2021,2113.0,FACULDADE DOM BOSCO DE PORTO ALEGRE,FDB,Faculdade,Privada sem fins lucrativos,RS,7.0,1.0,2.957,0.0,0.0,0.0,0.0,2.957,4,
2021,2117.0,FACULDADE DE CIÊNCIA E TECNOLOGIA,FACITEC,Faculdade,Privada com fins lucrativos,PR,2.0,1.0,2.201,0.0,0.0,0.0,0.0,2.201,3,
2021,2122.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE,,Centro Universitário,Privada com fins lucrativos,SE,13.0,1.0,2.601,0.0,0.0,0.0,0.0,2.601,3,
2021,2123.0,CENTRO UNIVERSITÁRIO MAX PLANCK,UniMAX,Centro Universitário,Privada com fins lucrativos,SP,17.0,1.0,2.792,0.0,0.0,0.0,0.0,2.792,3,
2021,2124.0,FACULDADE CALAFIORI,CALAFIORI,Faculdade,Privada com fins lucrativos,MG,3.0,1.0,2.184,0.0,0.0,0.0,0.0,2.184,3,
2021,2126.0,ESCOLA DE DIREITO DO RIO DE JANEIRO,DIREITO RIO,Faculdade,Privada sem fins lucrativos,RJ,1.0,0.607,3.868,0.297,4.5,0.095,4.5,4.116,5,
2021,2128.0,Escola de Direito de São Paulo - FGV DIREITO SP,FGV DIREITO SP,Faculdade,Privada sem fins lucrativos,SP,1.0,0.293,4.102,0.659,4.5,0.046,4.5,4.383,5,
2021,2129.0,ESCOLA DE ECONOMIA DE SÃO PAULO,EESP,Faculdade,Privada sem fins lucrativos,SP,1.0,0.087,3.004,0.65,4.933,0.261,5.0,4.781,5,
2021,2131.0,FACULDADE DE SÃO BERNARDO DO CAMPO,FAPAN,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,2.405,0.0,0.0,0.0,0.0,2.405,3,
2021,2132.0,CENTRO UNIVERSITÁRIO UNINORTE,,Centro Universitário,Privada com fins lucrativos,AC,18.0,1.0,2.916,0.0,0.0,0.0,0.0,2.916,3,
2021,2133.0,"Faculdade de Ciências, Educação e Teologia do Norte do Brasil",FACETEN,Faculdade,Privada sem fins lucrativos,RR,3.0,1.0,2.47,0.0,0.0,0.0,0.0,2.47,3,
2021,2134.0,FACULDADE ASSEMBLEIANA DO BRASIL,,Faculdade,Privada sem fins lucrativos,GO,1.0,1.0,2.213,0.0,0.0,0.0,0.0,2.213,3,
2021,2135.0,CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ,UNICATÓLICA,Centro Universitário,Privada sem fins lucrativos,CE,16.0,1.0,3.022,0.0,0.0,0.0,0.0,3.022,4,
2021,2140.0,FACULDADE NOSSA SENHORA DE LOURDES,FNSL,Faculdade,Privada com fins lucrativos,BA,1.0,1.0,1.79,0.0,0.0,0.0,0.0,1.79,2,
2021,2141.0,FACULDADES BATISTA DO PARANÁ,FABAPAR,Faculdade,Privada sem fins lucrativos,PR,2.0,0.842,2.628,0.157,4.0,0.0,0.0,2.844,3,
2021,2145.0,FACULDADE PROMOVE DE TECNOLOGIA,FPTEC,Faculdade,Privada com fins lucrativos,MG,4.0,1.0,3.584,0.0,0.0,0.0,0.0,3.584,4,
2021,2147.0,Centro Universitário CEUNI - FAMETRO,FAMETRO,Centro Universitário,Privada com fins lucrativos,AM,34.0,1.0,3.121,0.0,0.0,0.0,0.0,3.121,4,
2021,2148.0,FACULDADE DE PALMAS,FAPAL,Faculdade,Privada com fins lucrativos,TO,13.0,1.0,2.297,0.0,0.0,0.0,0.0,2.297,3,
2021,2149.0,FACULDADE MATO GROSSO DO SUL,FACSUL,Faculdade,Privada com fins lucrativos,MS,13.0,1.0,2.211,0.0,0.0,0.0,0.0,2.211,3,
2021,2150.0,CENTRO UNIVERSITÁRIO DO PIAUÍ,UNIFAPI,Centro Universitário,Privada com fins lucrativos,PI,10.0,1.0,2.062,0.0,0.0,0.0,0.0,2.062,3,
2021,2154.0,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA,ISAT,Faculdade,Privada com fins lucrativos,RJ,2.0,1.0,2.409,0.0,0.0,0.0,0.0,2.409,3,
2021,2158.0,FACULDADE SANTA MARIA,FSM,Faculdade,Privada com fins lucrativos,PB,10.0,1.0,2.676,0.0,0.0,0.0,0.0,2.676,3,
2021,2160.0,FACULDADE SANT ANA,IESSA,Faculdade,Privada sem fins lucrativos,PR,8.0,1.0,2.501,0.0,0.0,0.0,0.0,2.501,3,
2021,2165.0,FACULDADE FOZ DO IGUAÇU,FAFIG,Faculdade,Privada com fins lucrativos,PR,1.0,1.0,1.718,0.0,0.0,0.0,0.0,1.718,2,
2021,2171.0,INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR,IBHES,Faculdade,Privada com fins lucrativos,MG,3.0,1.0,2.171,0.0,0.0,0.0,0.0,2.171,3,
2021,2174.0,FACULDADE DE SANTA CATARINA,FASC,Faculdade,Privada com fins lucrativos,SC,2.0,1.0,2.215,0.0,0.0,0.0,0.0,2.215,3,
2021,2175.0,CENTRO UNIVERSITÁRIO DANTE,UNIDANTE,Centro Universitário,Privada com fins lucrativos,SC,15.0,1.0,2.923,0.0,0.0,0.0,0.0,2.923,3,
2021,2177.0,INSTITUTO PAULISTA DE ENSINO,FIPEN,Faculdade,Privada com fins lucrativos,SP,4.0,1.0,2.441,0.0,0.0,0.0,0.0,2.441,3,
2021,2180.0,RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA,RATIO,Faculdade,Privada com fins lucrativos,CE,1.0,1.0,1.856,0.0,0.0,0.0,0.0,1.856,2,
2021,2183.0,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,CUFSA,Centro Universitário,Privada sem fins lucrativos,SP,24.0,1.0,2.031,0.0,0.0,0.0,0.0,2.031,3,
2021,2184.0,FACULDADE CNEC GRAVATAÍ,,Faculdade,Privada sem fins lucrativos,RS,4.0,1.0,2.678,0.0,0.0,0.0,0.0,2.678,3,
2021,2186.0,FACULDADE SALESIANA DOM BOSCO,FSDB,Faculdade,Privada sem fins lucrativos,AM,9.0,1.0,2.19,0.0,0.0,0.0,0.0,2.19,3,
2021,2189.0,FACULDADE DO MARANHÃO,FACAM-MA,Faculdade,Privada com fins lucrativos,MA,11.0,1.0,2.436,0.0,0.0,0.0,0.0,2.436,3,
2021,2191.0,FACULDADE ANHANGUERA DE PELOTAS,,Faculdade,Privada com fins lucrativos,RS,10.0,1.0,2.516,0.0,0.0,0.0,0.0,2.516,3,
2021,2192.0,INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI,ISEI,Faculdade,Privada sem fins lucrativos,RS,2.0,1.0,3.256,0.0,0.0,0.0,0.0,3.256,4,
2021,2194.0,FACULDADE ANHANGUERA DO RIO GRANDE,,Faculdade,Privada com fins lucrativos,RS,9.0,1.0,2.269,0.0,0.0,0.0,0.0,2.269,3,
2021,2198.0,FACULDADE MONTEIRO LOBATO,FATO,Faculdade,Privada sem fins lucrativos,RS,6.0,1.0,2.171,0.0,0.0,0.0,0.0,2.171,3,
2021,2200.0,FACULDADE VALE DO GORUTUBA,FAVAG,Faculdade,Privada com fins lucrativos,MG,4.0,1.0,2.384,0.0,0.0,0.0,0.0,2.384,3,
2021,2202.0,INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA,ISEPE Guaratuba,Faculdade,Privada com fins lucrativos,PR,1.0,1.0,2.793,0.0,0.0,0.0,0.0,2.793,3,
2021,2205.0,Faculdade REGES de Tupi Paulista,,Faculdade,Privada sem fins lucrativos,SP,2.0,1.0,2.923,0.0,0.0,0.0,0.0,2.923,3,
2021,2220.0,Faculdade Doctum de Juiz de Fora,DOCTUM,Faculdade,Privada sem fins lucrativos,MG,6.0,1.0,3.01,0.0,0.0,0.0,0.0,3.01,4,
2021,2222.0,Centro Universitário do Rio São Francisco Unirios,UNIRIOS,Centro Universitário,Privada com fins lucrativos,BA,7.0,1.0,2.9,0.0,0.0,0.0,0.0,2.9,3,
